property_id,location,latitude,longitude,sqft,BHK,buy_year,sell_year,buy_price,sell_price
1384,Jayanagar,12.931836,77.594883,3880,1,2020,2025,44389696,60697979
1385,Whitefield,12.96571,77.745666,3768,5,2016,2021,19847599,27184845
1386,Indiranagar,12.963661,77.645879,3667,5,2019,2021,45564738,53014910
1387,Indiranagar,12.973962,77.649092,3048,2,2015,2019,38709646,49246641
1388,Jayanagar,12.924617,77.593607,1400,1,2015,2018,15349298,18912271
1389,Whitefield,12.972191,77.740419,2540,2,2015,2018,14797634,18628125
1390,BTM,12.923986,77.61161,2252,2,2020,2025,16691154,26933133
1391,BTM,12.907476,77.618159,2062,2,2015,2016,15246933,16789522
1392,Whitefield,12.959817,77.740861,1059,5,2017,2019,6047404,6806311
1393,BTM,12.906991,77.617309,1682,2,2018,2022,10670390,13278926
1394,Hebbal,13.026246,77.598652,2406,4,2019,2022,17978540,24625883
1395,Whitefield,12.971263,77.745233,1730,5,2017,2018,9671595,10688300
1396,Hebbal,13.044971,77.593382,3406,2,2018,2022,27237639,34422636
1397,Jayanagar,12.922275,77.598441,2948,3,2015,2017,30658051,35257097
1398,Hebbal,13.031698,77.599337,1520,2,2022,2023,13186144,14089312
1399,Whitefield,12.965459,77.75461,3305,3,2015,2020,19818414,25730842
1400,Electronic City,12.836054,77.656875,1150,2,2020,2021,4960934,5368324
1401,Hebbal,13.033076,77.605963,1747,1,2020,2022,15342575,18922018
1402,Electronic City,12.839198,77.666828,2081,5,2015,2019,9365857,12895777
1403,Jayanagar,12.934932,77.594827,2735,4,2022,2026,28613766,39802657
1404,Indiranagar,12.971009,77.642756,2103,1,2016,2018,26755024,29610007
1405,BTM,12.914474,77.606889,2335,4,2022,2027,16799551,27097916
1406,Whitefield,12.973005,77.752348,662,2,2016,2018,3424761,3827582
1407,Jayanagar,12.930221,77.595792,2090,1,2016,2021,21873107,33028512
1408,Jayanagar,12.922056,77.584989,1653,1,2022,2026,19183284,28698650
1409,Hebbal,13.028417,77.604255,3132,5,2021,2022,25965375,29009584
1410,Electronic City,12.849119,77.66061,3964,1,2022,2023,19325421,20579066
1411,Whitefield,12.962831,77.755322,2966,2,2022,2025,16553209,21794021
1412,Whitefield,12.97541,77.751225,2405,5,2015,2018,12886319,17899997
1413,Whitefield,12.972424,77.746,2820,5,2015,2018,16334652,19260865
1414,Whitefield,12.971733,77.757836,3138,3,2015,2019,15848542,20098529
1415,Hebbal,13.029851,77.602542,791,1,2019,2021,6428797,8024525
1416,Jayanagar,12.930275,77.599705,2809,5,2018,2022,30055311,36899219
1417,BTM,12.918942,77.618216,3259,4,2018,2019,21870492,23785214
1418,Hebbal,13.025993,77.59021,2849,3,2022,2024,20575703,25368177
1419,Indiranagar,12.973102,77.647096,1490,5,2018,2021,19526036,22876105
1420,BTM,12.910866,77.607445,2452,2,2017,2020,18610340,24919007
1421,BTM,12.9136,77.609382,1101,5,2015,2020,7690428,9941988
1422,BTM,12.919202,77.619083,3091,5,2022,2023,22875724,24879735
1423,Electronic City,12.84051,77.653549,642,4,2020,2025,3082963,4575802
1424,Indiranagar,12.974945,77.632712,2753,2,2019,2023,30153651,45267906
1425,Whitefield,12.974081,77.755476,2135,5,2021,2023,12610817,15476113
1426,Hebbal,13.044624,77.597435,1927,4,2021,2024,16282464,20779453
1427,Whitefield,12.975504,77.75709,761,4,2022,2027,3829747,5848136
1428,Electronic City,12.853351,77.665865,1570,1,2019,2021,6635294,8046726
1429,BTM,12.916139,77.60252,2019,5,2016,2018,15096849,17690250
1430,Jayanagar,12.923754,77.596096,1308,3,2022,2024,14109065,16011853
1431,Jayanagar,12.91707,77.596949,3363,4,2017,2019,36639914,45742315
1432,Hebbal,13.040566,77.604505,3225,5,2016,2021,28139694,37804189
1433,Jayanagar,12.916014,77.584908,1943,4,2020,2023,22769096,30872308
1434,Hebbal,13.044171,77.604148,1344,5,2022,2026,11484255,14715842
1435,Jayanagar,12.923335,77.590948,2542,2,2019,2021,29987435,36394082
1436,Jayanagar,12.934487,77.5953,924,4,2018,2019,9339124,9914569
1437,Electronic City,12.846081,77.652445,956,1,2020,2024,4030866,5865047
1438,Electronic City,12.836212,77.658552,654,1,2022,2024,3179938,3588280
1439,Hebbal,13.032012,77.589046,3317,2,2016,2019,26072070,32234458
1440,Jayanagar,12.923448,77.599976,2636,5,2017,2019,30600626,37087556
1441,Indiranagar,12.978291,77.647111,3720,1,2020,2021,41865954,45494146
1442,Jayanagar,12.931061,77.602559,1079,3,2020,2024,12254214,18155002
1443,BTM,12.921439,77.602316,3508,1,2017,2021,26738849,37985135
1444,Hebbal,13.032751,77.595057,1376,3,2019,2023,10309510,14170754
1445,Electronic City,12.843554,77.653557,2014,3,2021,2024,9172296,12352689
1446,Jayanagar,12.922745,77.587272,2076,5,2019,2022,25069980,32769373
1447,Jayanagar,12.920065,77.595208,1477,5,2021,2023,16626528,19196647
1448,Electronic City,12.851593,77.658571,2172,1,2021,2022,8926839,9549250
1449,BTM,12.913074,77.608597,1727,1,2020,2025,13236043,18491703
1450,Hebbal,13.045671,77.589861,815,1,2016,2019,6945500,8709236
1451,Hebbal,13.028468,77.59825,604,3,2018,2021,4605298,5488213
1452,Whitefield,12.961705,77.75328,2968,5,2017,2019,15532366,17823115
1453,Jayanagar,12.919341,77.602541,1577,2,2017,2019,18218165,20829885
1454,Whitefield,12.977993,77.756154,2472,5,2019,2022,12275218,16482064
1455,BTM,12.911643,77.610739,2333,3,2016,2019,16562472,21751236
1456,BTM,12.913141,77.601137,712,4,2019,2021,5282483,5860755
1457,Hebbal,13.03944,77.597047,903,2,2018,2022,7469399,11213918
1458,Whitefield,12.973873,77.748483,1186,4,2020,2025,6675068,9652790
1459,Jayanagar,12.934146,77.601085,1011,1,2021,2024,10194027,13475061
1460,Indiranagar,12.981141,77.645246,1599,2,2019,2021,20583811,25794800
1461,Hebbal,13.040829,77.603282,3520,1,2021,2025,25679369,32621130
1462,Hebbal,13.03795,77.59945,1789,2,2020,2023,14840284,19900398
1463,Electronic City,12.84039,77.667543,3769,2,2022,2025,16443557,21898739
1464,Whitefield,12.970425,77.759662,3595,1,2021,2024,19065843,26008623
1465,Hebbal,13.045406,77.598165,2210,2,2021,2025,16131897,23949242
1466,Whitefield,12.968931,77.75891,908,5,2020,2022,5159134,6434987
1467,Hebbal,13.027651,77.60404,2470,2,2016,2019,19730821,23674346
1468,Jayanagar,12.92125,77.590609,3512,4,2020,2021,40532944,43603044
1469,Electronic City,12.846244,77.658757,2099,3,2022,2026,9724876,12621266
1470,BTM,12.912423,77.61075,1349,4,2019,2022,9066503,12063761
1471,Electronic City,12.855294,77.66149,1823,4,2018,2022,8345564,11519159
1472,Whitefield,12.973597,77.745365,2456,5,2022,2027,13380994,18349415
1473,Indiranagar,12.969821,77.641946,1308,5,2021,2023,14461063,17588078
1474,Electronic City,12.848724,77.659475,723,3,2022,2024,3568048,4056527
1475,Jayanagar,12.928021,77.596075,1897,1,2016,2020,20905963,28809459
1476,Jayanagar,12.919119,77.594159,1556,1,2018,2021,17202068,20391364
1477,Jayanagar,12.933214,77.589912,3593,5,2015,2018,38469171,45024555
1478,Indiranagar,12.967853,77.638519,2604,1,2022,2023,31051919,34770605
1479,Hebbal,13.038812,77.594264,1308,5,2022,2024,11454570,12750002
1480,Indiranagar,12.965139,77.634801,962,4,2017,2019,12198529,14681343
1481,Indiranagar,12.972716,77.642938,2387,3,2020,2022,30332376,37372229
1482,Indiranagar,12.96505,77.646998,2856,5,2016,2020,33587779,44759035
1483,Electronic City,12.844705,77.664648,3431,2,2021,2023,13935323,17339643
1484,Whitefield,12.974476,77.748567,2086,5,2015,2017,11669240,14157669
1485,Jayanagar,12.923488,77.594785,1053,4,2017,2019,10513940,12908752
1486,Hebbal,13.035526,77.599609,658,5,2020,2025,5393328,8682436
1487,Jayanagar,12.920586,77.598855,1026,3,2020,2022,12163248,13984628
1488,BTM,12.908072,77.618367,2582,3,2019,2024,19256641,33521471
1489,Electronic City,12.854662,77.667495,3778,3,2018,2021,16653893,22773623
1490,Indiranagar,12.973604,77.643071,3399,2,2020,2023,37382076,43696344
1491,Hebbal,13.039118,77.592876,3605,3,2016,2017,31566361,35280552
1492,Electronic City,12.855332,77.656143,3815,3,2021,2023,18012132,21214060
1493,Indiranagar,12.967012,77.641855,1296,1,2021,2022,15930045,16798336
1494,Indiranagar,12.977408,77.647375,3045,3,2020,2024,32891834,41901536
1495,Indiranagar,12.973718,77.632331,2528,4,2020,2024,33274356,47154322
1496,Whitefield,12.974069,77.750263,3409,4,2017,2022,19278608,29251838
1497,Indiranagar,12.96343,77.644699,1515,5,2021,2022,19970566,21562972
1498,Hebbal,13.03692,77.600206,794,1,2020,2022,6491356,7557161
1499,Electronic City,12.842737,77.659044,3401,1,2019,2020,15223529,16475530
1500,Hebbal,13.044811,77.599647,1035,5,2017,2019,8542126,9887055
1501,Indiranagar,12.973076,77.634827,1392,2,2019,2022,15623195,19668214
1502,Electronic City,12.853162,77.667147,907,2,2019,2020,4059559,4466705
1503,Hebbal,13.036153,77.592398,1772,1,2015,2016,14807287,15844506
1504,Jayanagar,12.926381,77.595766,2669,2,2019,2020,31409613,34674799
1505,Electronic City,12.85223,77.668241,3412,2,2018,2022,14037131,21166377
1506,Jayanagar,12.920754,77.597301,1622,3,2015,2016,18104814,19670128
1507,BTM,12.926367,77.611149,1167,2,2021,2026,8584490,11102259
1508,BTM,12.91747,77.607285,3982,5,2022,2025,27470534,32569957
1509,BTM,12.913029,77.609396,2394,1,2021,2022,17196928,18866430
1510,Hebbal,13.036744,77.591828,1146,3,2015,2019,8773991,11440133
1511,Jayanagar,12.926386,77.599872,2655,3,2018,2020,27055928,30197622
1512,Electronic City,12.849803,77.668752,3787,4,2017,2018,16360595,17693825
1513,Indiranagar,12.975633,77.647816,2435,4,2022,2025,26850937,36568975
1514,Whitefield,12.979484,77.742796,1347,2,2022,2026,7103117,10478980
1515,Hebbal,13.04158,77.58836,620,5,2019,2024,5367138,7711446
1516,Whitefield,12.962868,77.749502,684,2,2020,2021,3937032,4148423
1517,BTM,12.91599,77.602862,3969,5,2021,2026,30347641,52675144
1518,BTM,12.914897,77.616824,2656,1,2017,2019,18483328,21830024
1519,BTM,12.916362,77.609815,3421,4,2022,2023,22935403,25527635
1520,Jayanagar,12.922523,77.585064,654,5,2020,2022,7840131,9642944
1521,Electronic City,12.843925,77.66754,1067,3,2016,2021,4977387,7716109
1522,Hebbal,13.044447,77.592079,1041,5,2022,2025,8035853,10047693
1523,Indiranagar,12.969856,77.648303,1006,4,2020,2023,11066676,13503672
1524,Whitefield,12.972153,77.746195,2514,4,2021,2026,12852529,19540788
1525,Whitefield,12.97455,77.750213,760,2,2017,2018,4370799,4637405
1526,Hebbal,13.033352,77.587385,3887,4,2019,2021,28598391,35124031
1527,Hebbal,13.031454,77.593713,3180,5,2017,2021,23849435,30441817
1528,Hebbal,13.034311,77.587755,2348,4,2021,2022,18727181,19701650
1529,BTM,12.916991,77.615276,1687,2,2020,2021,12846027,14054527
1530,Whitefield,12.972935,77.755357,2663,3,2021,2023,14495432,17307192
1531,BTM,12.912159,77.605515,1369,5,2020,2022,9320192,11663939
1532,Whitefield,12.960253,77.743292,2727,3,2018,2020,16161942,18426004
1533,Electronic City,12.843989,77.656766,2459,2,2021,2023,11940800,13320298
1534,BTM,12.915318,77.61129,3333,4,2018,2023,22552119,32908154
1535,Hebbal,13.043012,77.593766,2349,1,2016,2019,19091570,23924406
1536,Electronic City,12.852291,77.666616,1021,5,2022,2026,4684286,7241687
1537,Electronic City,12.844447,77.655233,1589,2,2021,2024,7379260,8984649
1538,Hebbal,13.026135,77.603046,1038,3,2022,2023,8914572,9548390
1539,Electronic City,12.85094,77.655817,2017,1,2016,2021,9662292,13153659
1540,Jayanagar,12.928888,77.594322,3938,3,2021,2023,45986089,52382696
1541,Indiranagar,12.970874,77.644817,1378,3,2018,2020,14978720,17753066
1542,Jayanagar,12.92539,77.586555,1697,4,2021,2022,20465781,22762935
1543,Hebbal,13.035849,77.600799,2094,5,2020,2024,16321934,21848789
1544,Electronic City,12.841907,77.667432,1606,1,2019,2023,7605593,9723994
1545,Whitefield,12.964331,77.752992,2026,2,2017,2022,11220542,16624734
1546,Jayanagar,12.924027,77.587879,1325,3,2021,2022,15926990,17638671
1547,Jayanagar,12.917676,77.587214,3631,4,2021,2026,40454021,56330093
1548,Electronic City,12.846447,77.661547,2165,3,2022,2025,10451273,14435990
1549,Indiranagar,12.973191,77.647218,821,2,2020,2024,9045204,11292617
1550,Indiranagar,12.975001,77.635405,1698,3,2015,2018,19653299,24899629
1551,Whitefield,12.970201,77.746281,1731,3,2019,2023,8952070,12929318
1552,Jayanagar,12.924702,77.584898,2788,5,2020,2023,28532575,38641906
1553,Electronic City,12.85364,77.650924,1835,3,2020,2021,7610405,8167406
1554,BTM,12.921485,77.603726,2791,4,2021,2022,20176926,21811937
1555,Indiranagar,12.975474,77.6502,1653,5,2017,2018,20727416,22580777
1556,Jayanagar,12.916178,77.601875,3560,3,2019,2022,38064939,52814433
1557,Hebbal,13.027222,77.591012,3744,1,2020,2023,27692809,35418367
1558,Hebbal,13.033057,77.599902,1868,4,2016,2017,14022094,15091985
1559,Whitefield,12.968475,77.756848,2363,1,2021,2023,12434237,15442248
1560,Electronic City,12.840427,77.660988,1917,5,2017,2018,8597701,9473935
1561,Electronic City,12.8554,77.655161,3772,2,2016,2021,15838282,22086270
1562,Jayanagar,12.91864,77.586745,1168,2,2017,2018,12720901,13835241
1563,Hebbal,13.027246,77.596784,970,3,2022,2027,7053074,11544667
1564,Indiranagar,12.965672,77.633947,3570,4,2018,2021,43804995,54304434
1565,Hebbal,13.037028,77.595407,1420,4,2018,2019,11418192,12668209
1566,Indiranagar,12.964862,77.648102,1363,3,2015,2018,14775746,17428629
1567,Electronic City,12.836389,77.657922,2643,2,2015,2017,12555151,13937476
1568,Whitefield,12.960489,77.749381,947,3,2022,2023,5639311,6253416
1569,Indiranagar,12.965121,77.641001,2355,2,2020,2021,27925037,30907201
1570,BTM,12.913762,77.607045,1038,3,2020,2024,7776971,10571843
1571,Indiranagar,12.969287,77.64362,1709,3,2022,2024,21518285,26504610
1572,Electronic City,12.850845,77.662828,2019,1,2022,2024,8940276,10593283
1573,Whitefield,12.975274,77.743604,2519,5,2022,2027,14251167,18207479
1574,Hebbal,13.041028,77.605655,2048,5,2019,2020,16970064,18318878
1575,Hebbal,13.029796,77.60575,3087,5,2020,2021,25074594,27825938
1576,Indiranagar,12.963676,77.63584,668,3,2016,2021,8711401,11708285
1577,BTM,12.921955,77.606605,1088,4,2020,2023,7824514,9770497
1578,Electronic City,12.837711,77.65061,1557,3,2015,2017,7228388,8981062
1579,Electronic City,12.837512,77.668284,786,5,2020,2021,3600564,3906262
1580,Indiranagar,12.973437,77.641053,3937,1,2020,2024,47955438,75187414
1581,Indiranagar,12.968324,77.643145,3126,3,2018,2022,36169659,56870673
1582,Indiranagar,12.969829,77.649602,2464,3,2021,2022,29780704,31283782
1583,Whitefield,12.965866,77.751215,1529,4,2015,2016,8126855,8905481
1584,Indiranagar,12.970093,77.643209,1700,5,2016,2019,21754847,26704251
1585,BTM,12.909604,77.604247,2765,3,2018,2023,18626893,23920889
1586,Indiranagar,12.963152,77.639234,3229,1,2015,2019,35009587,46539353
1587,Electronic City,12.848759,77.662614,1369,4,2021,2026,5563029,8966897
1588,BTM,12.918715,77.616083,2109,5,2015,2018,13907478,18911790
1589,BTM,12.917297,77.617464,2579,1,2022,2027,19783808,29709148
1590,Electronic City,12.85475,77.669819,3302,3,2015,2019,16050023,19575069
1591,BTM,12.910568,77.605477,1224,5,2016,2018,9244658,11329748
1592,Jayanagar,12.922878,77.597421,2124,4,2015,2017,22516013,27035470
1593,Jayanagar,12.923323,77.595808,1935,4,2022,2025,19607682,25186006
1594,Whitefield,12.975523,77.741766,2534,5,2015,2019,15313107,19776592
1595,BTM,12.917844,77.609271,3413,2,2022,2026,24103134,34339738
1596,BTM,12.915821,77.614342,1476,2,2022,2024,10937907,13217437
1597,Indiranagar,12.976435,77.644778,2448,1,2022,2025,26718794,35346232
1598,Hebbal,13.035685,77.606756,2096,4,2017,2021,17060180,25029483
1599,Electronic City,12.847607,77.651626,2829,5,2016,2020,13127736,19096459
1600,Indiranagar,12.962673,77.650643,2950,1,2019,2021,35592472,40669738
1601,Whitefield,12.970425,77.750971,1658,3,2015,2017,8617242,10290294
1602,Jayanagar,12.933736,77.599015,1591,2,2019,2024,19164664,29190926
1603,Hebbal,13.029718,77.587583,1724,2,2022,2026,12695083,17413264
1604,Whitefield,12.975366,77.746703,3152,4,2016,2019,16263495,19178257
1605,BTM,12.920386,77.617547,3489,1,2021,2025,23287493,35682916
1606,BTM,12.923832,77.615146,790,2,2020,2021,6075752,6665896
1607,Indiranagar,12.981764,77.641045,3111,4,2020,2025,37225883,59650334
1608,BTM,12.924329,77.605392,1781,5,2022,2025,11428756,14547578
1609,Electronic City,12.851556,77.657981,3639,4,2019,2020,17445047,19357021
1610,Hebbal,13.027711,77.594689,2006,1,2016,2018,16921363,19280284
1611,Whitefield,12.96741,77.742449,1614,4,2015,2017,8866442,10201791
1612,Jayanagar,12.922125,77.598171,3418,5,2017,2018,40860084,44371747
1613,Whitefield,12.96849,77.742004,1226,5,2017,2022,6449450,11065891
1614,Hebbal,13.028961,77.598297,1508,2,2019,2023,13263944,17805092
1615,BTM,12.907883,77.608654,2096,2,2015,2017,15145037,17773258
1616,Hebbal,13.044889,77.595209,2816,4,2022,2024,23736931,27158722
1617,BTM,12.916636,77.612607,1390,1,2016,2018,10078095,11521874
1618,Whitefield,12.965556,77.757146,902,5,2020,2023,4557808,5866597
1619,Jayanagar,12.919238,77.594663,1566,2,2015,2020,17135157,29790236
1620,BTM,12.91296,77.60971,994,5,2015,2017,6365655,7550447
1621,Whitefield,12.966476,77.757378,2884,4,2017,2018,17200991,18989860
1622,BTM,12.909014,77.609778,853,1,2020,2025,5426011,8433978
1623,Electronic City,12.854632,77.651842,2369,5,2015,2020,10976667,18449234
1624,Whitefield,12.973198,77.74013,923,2,2018,2020,5143531,6347196
1625,Whitefield,12.960479,77.742793,2992,1,2017,2021,15647158,21478327
1626,Electronic City,12.847115,77.660457,3599,3,2021,2024,16489580,21212244
1627,Indiranagar,12.965099,77.637039,1799,4,2017,2022,22344710,33727146
1628,Hebbal,13.044789,77.595512,1763,3,2019,2021,14863223,18002867
1629,Jayanagar,12.927995,77.593051,3043,3,2017,2018,30721947,32902253
1630,Hebbal,13.032953,77.588507,1051,4,2020,2024,8100525,11274068
1631,Indiranagar,12.964862,77.636742,3861,3,2015,2016,44439260,49510821
1632,Whitefield,12.97455,77.746155,1422,3,2020,2023,7461677,8814553
1633,Jayanagar,12.925256,77.599088,1427,1,2020,2021,16070565,17019471
1634,Jayanagar,12.92732,77.599414,2235,3,2019,2022,24544978,28528443
1635,Indiranagar,12.974937,77.651073,1753,3,2016,2021,19541432,27458420
1636,Jayanagar,12.929789,77.599464,1024,1,2017,2018,11879464,12847385
1637,BTM,12.908932,77.603797,1963,5,2015,2016,12658931,14023364
1638,Electronic City,12.840273,77.659594,3040,3,2017,2022,14915867,23362633
1639,Electronic City,12.837002,77.657476,1878,4,2015,2018,8278364,9913847
1640,Indiranagar,12.964316,77.638744,1457,1,2017,2021,18356525,22326311
1641,Jayanagar,12.927373,77.589299,2930,5,2020,2022,31462386,35203174
1642,Whitefield,12.960171,77.742104,1855,5,2017,2018,10905375,12034259
1643,Whitefield,12.970537,77.753105,2292,1,2019,2021,11738069,13940091
1644,Jayanagar,12.929015,77.592794,3645,5,2017,2022,42591111,73566465
1645,Hebbal,13.036151,77.602329,3366,2,2015,2017,26594991,31764579
1646,BTM,12.916555,77.602519,2748,2,2016,2021,19793933,30313153
1647,Indiranagar,12.965833,77.631969,1350,2,2015,2019,15379344,20609769
1648,Hebbal,13.036009,77.596457,1873,2,2019,2023,15512101,22070612
1649,Jayanagar,12.917253,77.587376,684,3,2018,2021,7158072,8727473
1650,BTM,12.920919,77.605386,2218,1,2016,2019,14433419,17936743
1651,Hebbal,13.044633,77.603387,622,4,2019,2020,4646614,4924969
1652,Indiranagar,12.979545,77.636762,3346,5,2018,2021,38871699,46727954
1653,Indiranagar,12.974545,77.645777,1757,3,2017,2022,22913694,33806520
1654,Electronic City,12.851301,77.658771,2057,5,2020,2022,8864360,10099819
1655,Hebbal,13.043907,77.596513,837,2,2016,2021,6870220,9581747
1656,Indiranagar,12.977044,77.639039,695,3,2019,2021,8306407,9326873
1657,BTM,12.911785,77.604243,2802,3,2017,2018,19133319,20946209
1658,Jayanagar,12.916251,77.586877,3746,4,2021,2023,40025043,46441185
1659,Indiranagar,12.967472,77.635163,1981,2,2021,2022,26132487,27830140
1660,Hebbal,13.042303,77.599544,1002,4,2016,2021,8721499,12140763
1661,Whitefield,12.965427,77.744927,1528,4,2018,2019,8756529,9472156
1662,Hebbal,13.030091,77.590181,1326,4,2021,2026,9795736,15557886
1663,Indiranagar,12.963501,77.646735,2060,1,2016,2017,25616789,28240497
1664,Electronic City,12.847341,77.651149,3521,3,2021,2023,16055395,18803486
1665,Electronic City,12.835836,77.66243,1664,5,2020,2021,8033070,8902485
1666,Jayanagar,12.92782,77.603093,2388,3,2016,2020,28530718,38340094
1667,Jayanagar,12.919354,77.601702,830,2,2017,2018,8913533,9917098
1668,Electronic City,12.843769,77.669285,1653,4,2015,2020,7613751,10524119
1669,Indiranagar,12.963198,77.638394,3833,2,2016,2018,46713860,57758867
1670,Hebbal,13.042825,77.593671,3027,4,2021,2022,22027249,23513542
1671,Indiranagar,12.970067,77.639553,3837,3,2017,2019,43857087,54538937
1672,Jayanagar,12.930218,77.594896,1928,4,2021,2023,20005700,22780001
1673,Hebbal,13.040133,77.596255,1522,4,2017,2019,12841562,15649105
1674,Electronic City,12.846072,77.668918,1636,4,2017,2020,7666093,10269597
1675,Hebbal,13.032103,77.589904,1319,5,2020,2022,11348373,13197210
1676,Electronic City,12.839278,77.661885,928,1,2020,2021,4197134,4632200
1677,Jayanagar,12.933544,77.601533,3183,4,2020,2023,31776937,37941309
1678,Hebbal,13.040499,77.59625,1299,4,2020,2021,10855575,11496925
1679,Indiranagar,12.97773,77.649405,3313,5,2022,2025,41740390,55670292
1680,Jayanagar,12.915357,77.599322,3405,5,2020,2022,36755513,40688001
1681,BTM,12.916513,77.604163,1020,4,2015,2016,7320033,7772976
1682,Whitefield,12.971092,77.752675,3082,5,2020,2023,16646055,20606041
1683,Jayanagar,12.925252,77.592636,1609,4,2018,2022,17516852,25293133
1684,Hebbal,13.033842,77.599705,3325,1,2017,2020,26993763,32157631
1685,BTM,12.914643,77.603865,968,3,2016,2021,7013733,9322612
1686,BTM,12.913169,77.612627,2870,1,2018,2023,19196145,30705970
1687,Electronic City,12.841666,77.655634,2920,1,2016,2018,13789245,15926680
1688,BTM,12.918248,77.612261,661,3,2021,2022,4704617,5157748
1689,Jayanagar,12.917739,77.597109,3262,1,2019,2024,39182876,58030195
1690,BTM,12.909562,77.606872,3996,2,2022,2026,29518758,44423002
1691,Whitefield,12.969455,77.753981,1158,5,2016,2018,6741584,8208918
1692,BTM,12.922418,77.609719,1413,2,2015,2017,9385348,10964856
1693,Indiranagar,12.969591,77.645145,3944,3,2020,2021,47977928,53549392
1694,Jayanagar,12.934042,77.586603,700,5,2016,2018,7574110,8874427
1695,Jayanagar,12.929329,77.599113,1251,2,2015,2019,13504212,17747631
1696,Electronic City,12.851938,77.657535,3733,1,2020,2024,17611404,23244677
1697,BTM,12.922407,77.602548,3969,1,2015,2017,28471647,33965906
1698,Whitefield,12.975615,77.7438,3395,5,2019,2020,20004201,22057085
1699,BTM,12.907192,77.61711,2239,1,2020,2022,16126030,17922391
1700,BTM,12.90939,77.618318,2022,3,2021,2024,13938850,17177871
1701,BTM,12.916895,77.601525,1857,3,2022,2025,12936315,15638125
1702,BTM,12.906688,77.603565,1255,2,2022,2027,9019106,12124101
1703,Whitefield,12.973812,77.754349,2487,3,2016,2021,13133842,19046937
1704,Whitefield,12.965168,77.74494,1266,4,2018,2021,6785204,8596244
1705,Jayanagar,12.922211,77.592995,3879,5,2017,2019,46069546,52183516
1706,Hebbal,13.045712,77.593169,1654,1,2019,2022,12437898,16131015
1707,Electronic City,12.852221,77.66058,608,2,2015,2019,2493720,3881332
1708,Jayanagar,12.924234,77.586312,843,2,2016,2017,9253037,10174143
1709,Electronic City,12.851508,77.655537,1955,3,2015,2020,8339093,11776988
1710,BTM,12.906619,77.606964,3233,1,2017,2019,22239322,26845342
1711,Whitefield,12.972183,77.753383,2462,5,2018,2022,13931637,19785923
1712,Hebbal,13.026335,77.606371,3008,5,2016,2019,26236086,35678708
1713,Electronic City,12.852979,77.66986,1069,5,2016,2017,5254478,5812563
1714,Whitefield,12.960745,77.755346,3461,4,2016,2017,19228996,20241664
1715,Whitefield,12.961078,77.74857,1496,4,2016,2019,8097039,9802620
1716,Electronic City,12.85246,77.655692,2613,5,2020,2023,12804103,17770561
1717,Jayanagar,12.932358,77.591685,1114,3,2022,2023,12149117,13408964
1718,Whitefield,12.973833,77.747942,682,3,2019,2023,3778636,5397277
1719,Indiranagar,12.966815,77.647186,1605,1,2017,2021,20748206,27657435
1720,Electronic City,12.845836,77.668036,3416,3,2019,2020,16846819,18524231
1721,Indiranagar,12.965404,77.63349,3182,3,2018,2020,36933681,42517221
1722,Indiranagar,12.968576,77.64543,3775,1,2018,2023,47570937,68423183
1723,BTM,12.923579,77.609133,3400,4,2022,2024,24426675,29414886
1724,Indiranagar,12.963326,77.642336,1626,3,2018,2021,18244671,24174663
1725,Hebbal,13.038182,77.590381,2460,4,2021,2025,21604460,29180697
1726,BTM,12.922826,77.618496,2812,2,2017,2019,17861579,20664640
1727,Indiranagar,12.981262,77.631363,3228,5,2019,2023,35727459,46729356
1728,BTM,12.918395,77.608396,2588,1,2022,2024,17193054,20899215
1729,Hebbal,13.034771,77.587888,2427,1,2020,2025,19625502,27635852
1730,Indiranagar,12.974229,77.637256,3815,3,2015,2018,43605257,60556223
1731,Hebbal,13.02968,77.596953,2149,2,2022,2023,18053793,19648158
1732,BTM,12.913259,77.616273,2334,3,2018,2020,17726092,19791952
1733,Hebbal,13.026022,77.589639,1252,2,2017,2019,10698490,11976683
1734,Indiranagar,12.968579,77.634293,1798,4,2019,2022,20429548,24177535
1735,Electronic City,12.843154,77.663495,687,1,2020,2023,2851764,3858777
1736,Electronic City,12.840582,77.659177,3952,5,2021,2026,19011216,25133130
1737,Electronic City,12.850439,77.660288,1947,3,2022,2026,8609001,13417006
1738,Electronic City,12.848923,77.66546,1979,3,2017,2018,9017733,9850008
1739,Hebbal,13.033575,77.594709,2831,4,2019,2020,20771868,22010690
1740,BTM,12.924288,77.616424,2107,2,2021,2023,14369496,16289714
1741,Indiranagar,12.967768,77.636072,1882,2,2019,2023,22707402,28608451
1742,BTM,12.917315,77.605659,821,1,2022,2027,5600486,7246964
1743,Whitefield,12.97815,77.741211,3752,5,2016,2021,21412896,34926416
1744,Indiranagar,12.971579,77.647332,2951,3,2015,2019,38379761,53839286
1745,Jayanagar,12.92325,77.595992,1178,3,2017,2019,14047335,17071012
1746,Hebbal,13.035493,77.596327,2781,2,2020,2024,20956023,32682370
1747,BTM,12.914404,77.60411,2199,2,2015,2020,14172772,18635667
1748,Hebbal,13.030256,77.590414,2353,3,2016,2019,19042318,22527151
1749,Hebbal,13.037483,77.59869,2911,2,2015,2020,24974454,35518851
1750,BTM,12.914739,77.612253,2891,4,2016,2018,18662237,22448108
1751,Jayanagar,12.927582,77.583897,1908,5,2016,2021,22829804,33054414
